recording date,grid position,session ID,trellis filenumber,mat filename,iontophoresis,voltage,isolation quality,plx file range,included trials,electode broken?,comment/electrode,general comment,included to analysis ?,excluded due to electordes,
,,,11,ka_0194_15.43.grating.CO.mat,,,1,,,,,,,,
,,,12,ka_0194_15.53.grating.CO.mat,NaCl_10nA,-0.2,2,,,,,,,,
,,,13,ka_0194_15.54.grating.CO.mat,,,3,,,,,,,,
10/27/16,"8,+2",195,1,ka_0195_14.15.grating.XPos.mat,,,1,,,yes,300um on 5HT side,,,,
,,,2,ka_0195_14.15.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0195_14.16.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0195_14.20.grating.SF.mat,,,1,,,,,,,,
,,,5,ka_0195_14.21.grating.SZ.mat,control,,1,,,,,,,,
,,,6,ka_0195_14.22.grating.SZ.mat,NaCl_10nA,0.1,1,,,,,,,,
,,,7,ka_0195_14.24.grating.SZ.mat,control,,1,,,,,,,,
,,,8,ka_0195_14.25.grating.CO.mat,,,1,,,,,,,,
,,196,3,ka_0196_14.32.grating.XPos.mat,,,1,,,yes,300um on 5HT side,,,,
,,,4,ka_0196_14.33.grating.YPos.mat,,,1,,,,,,,,
,,,5,ka_0196_14.34.grating.ORxM.mat,,,1,,,,,,,,
,,,6,ka_0196_14.37.grating.SF.mat,,,1,,,,,,,,
,,,7,ka_0196_14.38.grating.CO.mat,,,1,,,,,,,,
,,,8,ka_0196_14.40.grating.CO.mat,control,,1,,,,,,,,
,,,9,ka_0196_14.41.grating.CO.mat,NaCl_10nA,0.1,1,,,,,,,,
,,,10,ka_0196_14.42.grating.CO.mat,control,,1,,,,,,,,
,,,11,ka_0196_14.44.grating.CO.mat,control,,1,,,,,,,,
,,,12,ka_0196_14.45.grating.SZ.mat,control,,1,,,,,,,,
,,,13,ka_0196_14.46.grating.SZ.mat,NaCl_10nA,0.1,1,,,,,,,,
,,,14,ka_0196_14.48.grating.SZ.mat,control,,1,,,,,,,,
,,,15,ka_0196_14.49.grating.SZ.mat,control,,1,,,,,,,,
,,,16,ka_0196_14.50.grating.SZ.mat,5HT_15nA,0,1,,,,,,,,
,,,17,ka_0196_14.51.grating.SZ.mat,control,,1,,,,,,,,
,,,18,ka_0196_14.53.grating.TF.mat,control,,1,,,,,,,,
,,,19,ka_0196_14.54.grating.SZ.mat,control,,1,,,,,,,,
,,,20,ka_0196_14.55.grating.SZ.mat,5HT_25nA,0.2,2,,,,,,,,
,,,21,ka_0196_14.57.grating.SZ.mat,5HT_25nA,0.2,2.5,,,,,,,,
,,,22,ka_0196_14.58.grating.SZ.mat,control,,2,,,,,,,,
,,,23,ka_0196_15.00.grating.SZ.mat,NaCL_10nA,0.1,2.5,,,,,,,,
,,197,4,ka_0197_16.26.grating.XPos.mat,,,2,,,yes,300um on 5HT side,,,,
,,,5,ka_0197_16.27.grating.YPos.mat,,,2,,,,,,,,
,,,6,ka_0197_16.28.grating.ORxM.mat,,,2.5,,,,,,,,
,,198,3,ka_0198_16.47.grating.XPos.mat,,,1,,,yes,300um on 5HT side,,,,
,,,4,ka_0198_16.48.grating.ORxM.mat,,,2,,,,,,,,
,,,5,ka_0198_16.48.grating.YPos.mat,,,3,,,,,,,,
,,,6,ka_0198_16.52.grating.SF.mat,,,3,,,,,,,,
,,,7,ka_0198_16.53.grating.SF.mat,5HT_25nA,0.2,3,,,,,,,,
,,,8,ka_0198_16.54.grating.SF.mat,control,,3,,,,,,,,
,,,9,ka_0198_16.56.grating.SF.mat,NaCl_25nA,0,3,,,,,,,,
,,,10,ka_0198_16.57.grating.SZ.mat,control,,4,,,,,,,,
,,,11,ka_0198_16.59.grating.SZ.mat,NaCl_10nA,-0.3,3.5,,,,,,,,
,,,12,ka_0198_17.00.grating.SZ.mat,control,,3.5,,,,,,,,
,,,13,ka_0198_17.02.grating.CO.mat,control,,3.5,,,,,,,,
,,,14,ka_0198_17.04.grating.CO.mat,NaCl_10nA,-0.3,3.5,,,,,,,,
,,,15,ka_0198_17.05.grating.CO.mat,control,,4,,,,,,,,
,,,16,ka_0198_17.07.grating.CO.mat,control,,4,,,,,,,,
10/28/16,"0,-6",199,1,ka_0199_14.28.grating.XPos.mat,,,1,,,yes,100um on 5HT side,,,,
,,,2,ka_0199_14.29.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0199_14.29.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0199_14.33.grating.SF.mat,,,1.5,,,,,,,,
,,,5,ka_0199_14.34.grating.SZ.mat,control,,1.5,,,,,,,,
,,,6,ka_0199_14.35.grating.SZ.mat,control,,1,,,,,,,,
,,,7,ka_0199_14.36.grating.SZ.mat,NaCl_10nA,-0.1,1.5,,,,,,,,
,,,8,ka_0199_14.38.grating.SZ.mat,control,,1.5,,,,,,,,
,,,9,ka_0199_14.39.grating.SZ.mat,control,,1,,,,,,,,
,,,10,ka_0199_14.41.grating.SZ.mat,5HT_15nA,0.2,1,,,,,,,,
,,,11,ka_0199_14.42.grating.SZ.mat,control,,1,,,,,,,,
,,,12,ka_0199_14.44.grating.SZ.mat,control,,1,,,,,,,,
,,,13,ka_0199_14.47.grating.CO.mat,control,,1,,,,,,,,
,,,14,ka_0199_14.49.grating.CO.mat,control,,1.5,,,,,,,,
,,,15,ka_0199_14.51.grating.SF.mat,control,,1,,,,,,,,
,,,16,ka_0199_14.52.grating.SF.mat,NaCl_10nA,-0.1,1,,,,,,,,
,,,17,ka_0199_14.53.grating.SF.mat,NaCl_10nA,-0.1,1,,,,,,,,
,,,18,ka_0199_14.54.grating.SF.mat,control,,1,,,,,,,,
,,,19,ka_0199_14.56.grating.SF.mat,control,,1,,,,,,,,
,,,20,ka_0199_15.00.grating.OR.mat,control,,3,,,,,,,,
,,,21,ka_0199_15.03.grating.SF.mat,control,,2,,,,,,,,
,,,22,ka_0199_15.04.grating.ORxRC.mat,control,,4.5,,,,,,,,
,,,23,ka_0199_15.13.grating.ORxRC.mat,NaCl_5nA,-0.1,3,,,,,,,,
,,,24,ka_0199_15.16.grating.ORxRC.mat,NaCl_5nA,-0.1,3,,,,,,,,
,,,25,ka_0199_15.17.grating.ORxRC.mat,NaCl_5nA,-0.1,5,,,,,,,,
,,200,2,ka_0200_15.56.grating.XPos.mat,,,1,,,yes,100um on 5HT side,,,,
,,,3,ka_0200_15.56.grating.YPos.mat,,,1,,,,,,,,
,,,4,ka_0200_15.57.grating.ORxM.mat,,,1,,,,,,,,
,,,5,ka_0200_16.01.grating.SF.mat,control,,1,,,,,,,,
,,,6,ka_0200_16.02.grating.SF.mat,5HT_10nA,0.1,1,,,,,,,,
,,,7,ka_0200_16.04.grating.SF.mat,control,,1,,,,,,,,
,,,8,ka_0200_16.06.grating.SF.mat,control,,1,,,,,,,,
,,,9,ka_0200_16.07.grating.SF.mat,5HT_20nA,0.3,1,,,,,,,,
,,,10,ka_0200_16.08.grating.SF.mat,control,,1,,,,,,,,
,,,11,ka_0200_16.11.grating.ORxRC.mat,control,,2,,,,,,,,
,,,12,ka_0200_16.18.grating.ORxRC.mat,NaCl_5nA,-0.1,2,,,,,,,,
,,,13,ka_0200_16.25.grating.ORxRC.mat,NaCl_5nA,-0.1,2,,,,,,,,
,,,14,ka_0200_16.30.grating.ORxRC.mat,control,,2,,,,,,,,
11.02.2016,"3,-1",201,1,ka_0201_16.12.grating.XPos.mat,,,2.5,,,no,,,,,
,,,2,ka_0201_16.13.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0201_16.14.grating.ORxM.mat,,,2.5,,,,,,,,
,,,4,ka_0201_16.18.grating.SZ.mat,,,3,6-end,7-end,,,,,,
,,,5,ka_0201_16.19.grating.SZ.mat,,,4,,,,,,,,
,,,6,ka_0201_16.21.grating.CO.mat,,,4.5,,,,,,,,
,,,7,ka_0201_16.22.grating.CO.mat,5HT_15nA,0.3,4.5,,,,,,,,
,,,8,ka_0201_16.23.grating.CO.mat,,,4.5,,,,,,,,
,,202,1,ka_0202_16.56.grating.XPos.mat,,,"c1=2,c2=3",,,no,,,,,
,,,2,ka_0202_16.57.grating.YPos.mat,,,"c1=2,c2=3",,,,,,,,
,,,3,ka_0202_16.58.grating.ORxM.mat,,,"c1=3,c2=4",,,,,,,,
,,,4,ka_0202_17.02.grating.ORxM.mat,,,"c1=3,c2=3",15-end,17-end,,,,,,
,,,6,ka_0202_17.06.grating.SZ.mat,,,"c1=4,c2=4",,,,,,,,
,,203,1,ka_0203_17.20.grating.XPos.mat,,,1.5,,,no,,,,,
,,,2,ka_0203_17.21.grating.YPos.mat,,,1.5,,,,,,,,
,,,3,ka_0203_17.22.grating.ORxM.mat,,,1.5,,,,,,,,
,,,4,ka_0203_17.26.grating.SF.mat,,,1.5,,,,,,,,
,,,5,ka_0203_17.27.grating.SZ.mat,control,,2,,,,,,,,
,,,6,ka_0203_17.29.grating.SZ.mat,5HT_10nA,0.1,2,,,,,,,,
,,,7,ka_0203_17.31.grating.SZ.mat,control,,2,,,,,,,,
,,,8,ka_0203_17.34.grating.SZ.mat,control,,2.5,,,,,,,,
,,,9,ka_0203_17.35.grating.SZ.mat,5HT_15nA,0.3,2,,,,,,,,
,,,10,ka_0203_17.37.grating.SZ.mat,control,,2,,,,,,,,
,,,11,ka_0203_17.39.grating.SZ.mat,5HT_30nA,0.7,2.5,,,,,,,,
,,,12,ka_0203_17.41.grating.SZ.mat,control,,2.5,,,,,,,,
,,,13,ka_0203_17.43.grating.SZ.mat,NaCl_30nA,,2,,,,,,,,
,,,14,ka_0203_17.45.grating.SZ.mat,control,,2,,,,,,,,
,,204,1,ka_0204_18.11.grating.XPos.mat,,,1.5,,,no,,,,,
,,,2,ka_0204_18.12.grating.YPos.mat,,,1.5,,,,,,,,
,,,3,ka_0204_18.13.grating.ORxM.mat,,,1.5,,,,,,,,
,,,4,ka_0204_18.16.grating.SF.mat,,,1.5,,,,,,,,
,,,5,ka_0204_18.18.grating.SZ.mat,control,,1,,,,,,,,
,,,6,ka_0204_18.19.grating.SZ.mat,NaCl_20nA,0,1,,,,,,,,
,,,7,ka_0204_18.21.grating.SZ.mat,control,,1.5,,,,,,,,
,,,8,ka_0204_18.23.grating.SZ.mat,control,,2,,,,,,,,
,,,9,ka_0204_18.24.grating.SZ.mat,5HT_20nA,,1,,,,,,,,
,,,10,ka_0204_18.27.grating.SZ.mat,control,,2,,,,,,,,
,,,12,ka_0204_18.29.grating.TF.mat,control,,1.5,,,,,,,,
,,,13,ka_0204_18.31.grating.SZ.mat,control,,2,,,,,,,,
,,,15,ka_0204_18.35.grating.ORxRC.mat,control,,3.5,,,,,,,,
,,,16,ka_0204_18.47.grating.ORxRC.mat,NaCl_20nA,0,3.5,10-end,4-end,,,,,,
11.03.2016,"0,0",205,1,ka_0205_14.55.grating.XPos.mat,,,2.5,,,yes,20um on 5HT,,,,
,,,2,ka_0205_14.55.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0205_14.56.grating.ORxM.mat,,,4.5,,,,,,,,
,,,4,ka_0205_15.01.grating.SZ.mat,control,,3.5,10-end,13-end,,,,,,
,,,5,ka_0205_15.02.grating.SZ.mat,5HT_10nA,0.1,3.5,,,,,,,,
,,,6,ka_0205_15.04.grating.SZ.mat,control,,3.5,,,,,,,,
,,,7,ka_0205_15.06.grating.SZ.mat,control,,4,,,,,,,,
,,,8,ka_0205_15.08.grating.SZ.mat,5HT_20nA,0.3,3,,,,,,,,
,,,9,ka_0205_15.10.grating.SZ.mat,control,,3,,,,,,,,
,,,10,ka_0205_15.12.grating.SZ.mat,control,,3,,,,,,,,
,,,11,ka_0205_15.14.grating.SZ.mat,NaCl_20nA,0,3,,,,,,,,
,,,12,ka_0205_15.16.grating.SZ.mat,control,,2.5,,,,,,,,
,,,13,ka_0205_15.18.grating.SZ.mat,control,,2.5,,,,,,,,
,,,14,ka_0205_15.21.grating.SZ.mat,5HT_30nA,0.6,4,0-66,0-87,,,,,,
,,206,1,ka_0206_16.02.grating.XPos.mat,,,"c1=1,c2=1",,,yes,20um on 5HT,,,,
,,,2,ka_0206_16.03.grating.YPos.mat,,,"c1=1,c2=1",,,,,,,,
,,207,1,ka_0207_16.08.grating.XPos.mat,,,"c1=1.5,c2=1.5",,,yes,20um on 5HT,,,,
,,,2,ka_0207_16.08.grating.YPos.mat,,,"c1=1,c2=1",,,,,,,,
,,,3,ka_0207_16.09.grating.ORxM.mat,,,"c1=2,c2=3",,,,,,,,
,,,4,ka_0207_16.14.grating.SZ.mat,control,,"c1=2,c2=2",,,,,,,,
,,,5,ka_0207_16.15.grating.SZ.mat,5HT_15nA,0.2,"c1=2,c2=2",,,,,,,,
,,,6,ka_0207_16.17.grating.SZ.mat,control,,"c1=2.5,c2=2.5",,,,,,,,
,,,7,ka_0207_16.20.grating.SZ.mat,NaCl_15nA,0,"c1=2,c2=2",,,,,,,,
,,,8,ka_0207_16.22.grating.SZ.mat,control,,"c1=2,c2=2",,,,,,,,
,,,9,ka_0207_16.25.grating.SZ.mat,NaCl_30nA,0.6,"c1=1.5,c2=1.5",,,,,,,,
,,,10,ka_0207_16.27.grating.SZ.mat,control,,"c1=1.5,c2=1.5",,,,,,,,
,,,11,ka_0207_16.29.grating.SZ.mat,5HT_30nA,0.6,"c1=1.5,c2=1.5",,,,,,,,
,,,12,ka_0207_16.31.grating.SZ.mat,control,,"c1=1.5,c2=1.5",,,,,,,,
,,,13,ka_0207_16.33.grating.CO.mat,control,,"c1=1,c2=1",,,,,,,,
,,,14,ka_0207_16.35.grating.CO.mat,control,,"c1=1,c2=1",,,,,,,,
,,,15,ka_0207_16.36.grating.CO.mat,NaCl_15nA,0,"c1=1,c2=1",,,,,,,,
,,,16,ka_0207_16.39.grating.CO.mat,control,,"c1=1,c2=1",,,,,,,,
,,,17,ka_0207_16.41.grating.ORxRC.mat,control,,"c1=2,c2=2",,,,,,,,
,,,18,ka_0207_16.50.grating.ORxRC.mat,NaCl_15nA,0.2,c1=3.5,0-295,1-131,,,,,,
11.04.2016,"5,+1",208,1,ka_0208_15.50.grating.XPos.mat,,,1.5,,,no,,,,,
,,,2,ka_0208_15.51.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0208_15.52.grating.ORxM.mat,,,3.5,,,,,,,,
,,209,1,ka_0209_16.11.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0209_16.12.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0209_16.13.grating.ORxM.mat,,,2.5,,,,,,,,
,,,4,ka_0209_16.16.grating.SZ.mat,control,,2,,,,,,,,
,,,5,ka_0209_16.18.grating.SZ.mat,NaCl_15nA,0,2.5,,,,,,,,
,,210,1,ka_0210_16.43.grating.XPos.mat,,,1.5,,,no,,,,,
,,,2,ka_0210_16.44.grating.ORxM.mat,,,2,,,,,,,,
,,,3,ka_0210_16.44.grating.YPos.mat,,,2.5,,,,,,,,
,,,4,ka_0210_16.47.grating.ORxRC.mat,control,,3.5,,,,,,,,
,,,5,ka_0210_16.54.grating.ORxRC.mat,control,,3.5,,,,,,,,
,,,6,ka_0210_17.01.grating.ORxRC.mat,control,,3,,,,,,,,
,,,7,ka_0210_17.06.grating.ORxRC.mat,NaCl_15nA,0,4,,,,,,,,
,,,8,ka_0210_17.27.grating.ORxRC.mat,NaCl_15nA,0,4,,,,,,,,
,,,9,ka_0210_17.37.grating.ORxRC.mat,NaCl_15nA,0,2,,,,,,,,
11.06.2016,"-3,-6",211,1,ka_0211_15.36.grating.XPos.mat,,,3,,,yes,15um on NaCl side,,,,
,,,2,ka_0211_15.37.grating.YPos.mat,,,3.5,,,,,,,,
,,,3,ka_0211_15.38.grating.ORxM.mat,,,3.5,,,,,,,,
,,,4,ka_0211_15.42.grating.SZ.mat,,,5,,,,,,,,
,,,5,ka_0211_15.43.grating.SZ.mat,control,,5,,,,,,,,
,,,6,ka_0211_15.45.grating.SZ.mat,NaCl_15nA,0,5,,,,,,,,
,,,7,ka_0211_15.47.grating.SZ.mat,control,,5,,,,,,,,
11.08.2016,"7,-3",212,1,ka_0212_10.06.grating.XPos.mat,,,3,,,yes,15 um on 5HT side,,,,
,,,2,ka_0212_10.07.grating.YPos.mat,,,2,,,,,,,,
,,,5,ka_0212_10.17.grating.ORxM.mat,,,2,,,,,,,,
,,213,2,ka_0213_10.54.grating.XPos.mat,,,1,,,yes,15 um on 5HT side,,,,
,,,3,ka_0213_10.55.grating.YPos.mat,,,1,,,,,,,,
,,,4,ka_0213_10.56.grating.ORxM.mat,,,1,,,,,,,,
,,,5,ka_0213_11.00.grating.SF.mat,,,1,,,,,,,,
,,,7,ka_0213_11.02.grating.SZ.mat,control,,1,,,,,,,,
,,,8,ka_0213_11.04.grating.SZ.mat,NaCl_5nA,0,1,,,,,,,,
,,,9,ka_0213_11.05.grating.SZ.mat,control,,1,,,,,,,,
,,,10,ka_0213_11.07.grating.SZ.mat,control,,1,,,,,,,,
,,,11,ka_0213_11.09.grating.SZ.mat,NaCl_5nA,0,1,,,,,,,,
,,,12,ka_0213_11.11.grating.SZ.mat,NaCl_5nA,0,1.5,,,,,,,,
,,,13,ka_0213_11.13.grating.SZ.mat,control,,2,,,,,,,,
,,214,1,ka_0214_11.44.grating.XPos.mat,,,1,,,yes,15 um on 5HT side,,,,
,,,2,ka_0214_11.44.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0214_11.45.grating.ORxM.mat,,,2.5,,,,,,,,
,,,4,ka_0214_11.49.grating.SF.mat,,,5,,,,,,,,
,,215,1,ka_0215_12.01.grating.XPos.mat,,,1,,,yes,15 um on 5HT side,,,,
,,,2,ka_0215_12.02.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0215_12.03.grating.ORxM.mat,,,3,,,,,,,,
,,216,1,ka_0216_12.14.grating.XPos.mat,,,1,,,yes,15 um on 5HT side,,,,
,,,2,ka_0216_12.15.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0216_12.16.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0216_12.19.grating.SZ.mat,,,2.5,,,,,,,,
11/17/16,"-1,+2",217,1,ka_0217_15.06.grating.XPos.mat,,,3,,,no,,,,,
,,,2,ka_0217_15.07.grating.YPos.mat,,,2.5,,,,,,,,
,,,4,ka_0217_15.10.grating.ORxM.mat,,,4,,,,,,,,
,,,5,ka_0217_15.12.grating.XPos.mat,,,2,,,,,,,,
,,,6,ka_0217_15.13.grating.ORxM.mat,,,3,,,,,,,,
11/18/16,"-1,-7",218,1,ka_0218_14.14.grating.XPos.mat,,,3,,,yes,20 um on saline side,,,,
,,219,1,ka_0219_14.57.grating.XPos.mat,,,1,,,yes,20um on saline side,,moneky inpatient in the end,,
,,,2,ka_0219_14.58.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0219_14.59.grating.ORxM.mat,,,4.5,,,,,,,,
,,,4,ka_0219_15.04.grating.ORxM.mat,,,1,,,,,,different unit,,
,,,5,ka_0219_15.07.grating.SF.mat,control,,1,,,,,,,,
,,,6,ka_0219_15.09.grating.SF.mat,5HT_20nA,0,1,,,,,,,,
,,,7,ka_0219_15.10.grating.SF.mat,control,,1,,,,,,,,
,,,8,ka_0219_15.12.grating.SF.mat,control,,1,,,,,,,,
,,,9,ka_0219_15.13.grating.SF.mat,NaCl_20nA,0,1,,,,,,,,
,,,10,ka_0219_15.15.grating.SF.mat,control,,1,,,,,,,,
11/19/16,"7,-6",220,1,ka_0220_10.49.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0220_10.50.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0220_10.51.grating.ORxM.mat,,,2.5,,,,,,,,
,,,5,ka_0220_10.57.grating.SF.mat,,,1,,,,,,,,
,,,6,ka_0220_10.58.grating.ORxM.mat,,,1,,,,,,,,
,,,7,ka_0220_11.01.grating.SF.mat,control,,1,,,,,,,,
,,,8,ka_0220_11.03.grating.SF.mat,5HT_10nA,,1,,,,,,,,
,,,9,ka_0220_11.04.grating.SF.mat,control,,1,,,,,,,,
,,,10,ka_0220_11.06.grating.SF.mat,control,,1,,,,,,,,
,,,11,ka_0220_11.08.grating.SF.mat,control,,1,,,,,,,,
,,,12,ka_0220_11.09.grating.SF.mat,control,,1,,,,,,,,
,,,13,ka_0220_11.09.grating.XPos.mat,,,1,,,,,,,,
,,,14,ka_0220_11.10.grating.YPos.mat,,,1,,,,,,,,
,,,15,ka_0220_11.11.grating.SF.mat,control,,1,,,,,,,,
,,,16,ka_0220_11.12.grating.SF.mat,5HT_15nA,,1,,,,,,,,
,,,17,ka_0220_11.13.grating.SF.mat,5HT_15nA,,1,,,,,,,,
,,,18,ka_0220_11.15.grating.SF.mat,control,,1,,,,,,,,
,,,19,ka_0220_11.16.grating.SF.mat,control,,1,,,,,,,,
11/20/16,"1,-3",221,1,ka_0221_10.39.grating.XPos.mat,,,1.5,,,no,,,,,
,,,2,ka_0221_10.40.grating.YPos.mat,,,1.5,,,,,,,,
,,222,1,ka_0222_11.01.grating.XPos.mat,,,1.5,,,no,,,,,
,,,2,ka_0222_11.02.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0222_11.03.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0222_11.06.grating.SF.mat,,,1,,,,,,,,
,,,5,ka_0222_11.07.grating.SF.mat,control,,1,,,,,,,,
,,,6,ka_0222_11.09.grating.SF.mat,5HT_15nA,0.3,1,,,,,,,,
,,,7,ka_0222_11.10.grating.SF.mat,5HT_15nA,0.3,1,,,,,,,,
,,,8,ka_0222_11.11.grating.SF.mat,control,,1,,,,,,,,
,,,9,ka_0222_11.13.grating.TF.mat,control,,1,,,,,,,,
,,,10,ka_0222_11.13.grating.SF.mat,control,,1,,,,,,,,
,,,11,ka_0222_11.15.grating.SF.mat,control,,1,,,,,,,,
,,,13,ka_0222_11.17.grating.SF.mat,NaCl_15nA,0.1,1,,,,,,,,
,,,14,ka_0222_11.19.grating.SF.mat,control,,1,,,,,,,,
,,,15,ka_0222_11.20.grating.SF.mat,control,,1,,,,,,,,
11/21/16,"-3,-2",223,2,ka_0223_13.23.grating.XPos.mat,,,1,,,no,,,,,
,,,3,ka_0223_13.24.grating.YPos.mat,,,1,,,,,,,,
,,,4,ka_0223_13.25.grating.ORxM.mat,,,1,,,,,,,,
,,,5,ka_0223_13.28.grating.SF.mat,control,,1,,,,,,,,
,,,6,ka_0223_13.30.grating.SF.mat,5HT_15nA,0.4,1,,,,,,,,
,,,7,ka_0223_13.31.grating.SF.mat,control,,1,,,,,,,,
,,,8,ka_0223_13.32.grating.SF.mat,control,,1,,,,,,,,
,,,9,ka_0223_13.34.grating.TF.mat,control,,1,,,,,,,,
,,,10,ka_0223_13.35.grating.SF.mat,control,,1,,,,,,,,
,,,11,ka_0223_13.36.grating.SF.mat,control,,1,,,,,,,,
,,,12,ka_0223_13.37.grating.SF.mat,control,,1,,,,,,,,
,,,13,ka_0223_13.39.grating.SF.mat,control,,1,,,,,,,,
,,224,1,ka_0224_14.01.grating.XPos.mat,,,3,,,no,,,,,
,,,2,ka_0224_14.02.grating.YPos.mat,,,4,,,,,,,,
,,,4,ka_0224_14.21.grating.ORxM.mat,,,2,,,,,,,,
,,,5,ka_0224_14.24.grating.SF.mat,control,,2,,,,,,,,
,,,6,ka_0224_14.25.grating.SF.mat,control,,2,,,,,,,,
,,,7,ka_0224_14.26.grating.SF.mat,5HT_15nA,0.4,1.5,,,,,,,,
,,,8,ka_0224_14.28.grating.SF.mat,control,,2,,,,,,,,
,,,9,ka_0224_14.29.grating.SF.mat,control,,2,,,,,,,,
,,,10,ka_0224_14.31.grating.SF.mat,NaCl_15nA,0.1,1.5,,,,,,,,
,,,11,ka_0224_14.32.grating.ORxRC.mat,control,,4,,,,,,,,
,,,12,ka_0224_14.39.grating.ORxRC.mat,5HT_10nA,0.2,3,,,,,,,,
11/22/16,"8,-1",225,1,ka_0225_10.08.grating.XPos.mat,,,1,,,no,,,,,
,,,3,ka_0225_10.10.grating.YPos.mat,,,1,,,,,,,,
,,,4,ka_0225_10.10.grating.ORxM.mat,,,1,,,,,,,,
,,,5,ka_0225_10.14.grating.SF.mat,control,,1,,,,,,,,
,,,6,ka_0225_10.15.grating.SF.mat,5HT_10nA,0.2,1,,,,,,,,
,,,7,ka_0225_10.16.grating.SF.mat,5HT_10nA,0.2,1,,,,,,,,
,,,8,ka_0225_10.17.grating.SF.mat,control,,1,,,,,,,,
,,,9,ka_0225_10.19.grating.SF.mat,control,,1,,,,,,,,
,,,10,ka_0225_10.20.grating.TF.mat,control,,1,,,,,,,,
,,,11,ka_0225_10.21.grating.SF.mat,control,,1,,,,,,,,
,,,12,ka_0225_10.24.grating.SF.mat,control,,1,,,,,,,,
,,,15,ka_0225_10.27.grating.SZ.mat,control,,1,,,,,,,,
,,,16,ka_0225_10.29.grating.XPos.mat,,,1,,,,,,,,
,,,17,ka_0225_10.30.grating.XPos.mat,,,1,,,,,,,,
,,,18,ka_0225_10.31.grating.YPos.mat,,,1,,,,,,,,
,,,19,ka_0225_10.33.grating.ORxRC.mat,control,,1,,,,,,,,
,,226,1,ka_0226_11.00.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0226_11.01.grating.YPos.mat,,,2,,,,,,,,
,,,4,ka_0226_11.03.grating.ORxM.mat,,,2,,,,,,,,
,,,6,ka_0226_11.07.grating.SF.mat,control,,2,,,,,,,,
,,,7,ka_0226_11.08.grating.SF.mat,5HT_10nA,0.2,1.5,,,,,,,,
,,,8,ka_0226_11.09.grating.SF.mat,5HT_10nA,0.2,1,,,,,,,,
,,,9,ka_0226_11.10.grating.SF.mat,control,,1,,,,,,,,
,,,10,ka_0226_11.12.grating.TF.mat,control,,2,,,,,,,,
,,,11,ka_0226_11.13.grating.TF.mat,control,,1,,,,,,,,
,,,12,ka_0226_11.13.grating.SF.mat,control,,2,,,,,,,,
,,,13,ka_0226_11.15.grating.OR.mat,control,,2,,,,,,,,
,,,14,ka_0226_11.19.grating.ORxRC.mat,control,,2,,,,,,,,
,,,15,ka_0226_11.28.grating.ORxRC.mat,5HT_10nA,0.2,2,,,,,,,,
,,,16,ka_0226_11.34.grating.ORxRC.mat,5HT_10nA,0.2,2,,,,,,,,
,,,17,ka_0226_11.42.grating.ORxRC.mat,5HT_10nA,0.2,2,,,,,,,,
11/23/16,"3,+3",227,1,ka_0227_10.51.grating.XPos.mat,,,4.5,,,no,,,,,
,,,2,ka_0227_10.52.grating.YPos.mat,,,4,,,,,,,,
,,,3,ka_0227_10.53.grating.ORxM.mat,,,5,,,,,,,,
,,228,1,ka_0228_12.06.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0228_12.07.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0228_12.08.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0228_12.11.grating.SF.mat,control,,2,,,,,,,,
,,,5,ka_0228_12.12.grating.SF.mat,control,,2,,,,,,,,
,,,6,ka_0228_12.13.grating.SF.mat,5HT_15nA,0.2,2,,,,,,,,
,,,7,ka_0228_12.15.grating.SF.mat,control,,2,,,,,,,,
,,,8,ka_0228_12.17.grating.ORxRC.mat,control,,2,,,,,,,,
,,229,1,ka_0229_12.46.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0229_12.46.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0229_12.47.grating.ORxM.mat,,,3.5,,,,,,,,
,,,4,ka_0229_12.51.grating.SF.mat,control,,2.5,,,,,,,,
,,,5,ka_0229_12.52.grating.SF.mat,control,,2,,,,,,,,
,,,6,ka_0229_12.53.grating.SF.mat,5HT_15nA,0.2,2,,,,,,,,
